dataset,method,threshold,balanced_accuracy,precision,recall,f1,g_mean,mcc,roc_auc,pr_auc,accuracy,tn,fp,fn,tp,status,scenario,seed
AID362 PubChem Bioassay,SMOTE-Tomek + RF,0.5,0.6384939441811479,0.8333333333333334,0.2777777777777778,0.4166666666666667,0.5268380814360851,0.47749940274535596,0.8398718623837107,0.3613852249768048,0.9890965732087228,1265.0,1.0,13.0,5.0,ok,real_repeated_split,2
AID362 PubChem Bioassay,SMOTE-ENN + RF,0.5,0.6099262769878884,0.5714285714285714,0.2222222222222222,0.32,0.470845653349978,0.3510267004451356,0.8069817447779534,0.17819347630901022,0.9867601246105919,1263.0,3.0,14.0,4.0,ok,real_repeated_split,2
AID362 PubChem Bioassay,Balanced Bagging,0.5,0.7436808846761453,0.0502092050209205,0.6666666666666666,0.0933852140077821,0.7396824105364969,0.1472134423324088,0.8287695278216605,0.2383744247143421,0.8185358255451713,1039.0,227.0,6.0,12.0,ok,real_repeated_split,2
AID362 PubChem Bioassay,Balanced Random Forest,0.5,0.8062137967351237,0.08552631578947369,0.7222222222222222,0.15294117647058825,0.8018267278264719,0.2228757655770852,0.8311830788134105,0.156202849465977,0.8878504672897196,1127.0,139.0,5.0,13.0,ok,real_repeated_split,2
AID362 PubChem Bioassay,EasyEnsemble,0.5,0.7422327540810953,0.041401273885350316,0.7222222222222222,0.0783132530120482,0.741962963931174,0.13251507198803578,0.8144856942250308,0.1264894740127649,0.7616822429906542,965.0,301.0,5.0,13.0,ok,real_repeated_split,2
AID362 PubChem Bioassay,RUSBoost,0.5,0.5818852027382833,0.023972602739726026,0.3888888888888889,0.04516129032258064,0.5489470029122293,0.04593474056670711,0.5674697209057399,0.019432925778720536,0.7694704049844237,981.0,285.0,11.0,7.0,ok,real_repeated_split,2
Abalone19,Baseline RF,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.5362429605792438,0.012093002435181206,0.9920191540303273,1243.0,0.0,10.0,0.0,ok,real_repeated_split,0
Abalone19,RF (balanced_subsample),0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.6494770716009655,0.015387096298753303,0.9920191540303273,1243.0,0.0,10.0,0.0,ok,real_repeated_split,0
Abalone19,Class weight LogisticRegression,0.5,0.7785197103781174,0.025806451612903226,0.8,0.05,0.77822332052245,0.1148642289397335,0.7769106999195494,0.0315271736720935,0.7573822825219473,941.0,302.0,2.0,8.0,ok,real_repeated_split,0
Abalone19,Custom weighted log-loss LR,0.5,0.499195494770716,0.0,0.0,0.0,0.0,-0.0035863343727484923,0.7793242156074014,0.03434385028343589,0.9904229848363927,1241.0,2.0,10.0,0.0,ok,real_repeated_split,0
Abalone19,Random Oversampling + RF,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.5790828640386162,0.05887118107093142,0.9920191540303273,1243.0,0.0,10.0,0.0,ok,real_repeated_split,0
Abalone19,Random Undersampling + RF,0.5,0.5567980691874497,0.011111111111111112,0.4,0.021621621621621623,0.5342644058422381,0.02233686156169376,0.6496781979082864,0.016076197187113405,0.7110933758978452,887.0,356.0,6.0,4.0,ok,real_repeated_split,0
Abalone19,SMOTE + RF,0.5,0.49637972646822204,0.0,0.0,0.0,0.0,-0.007629138518220273,0.6398230088495576,0.014501755568713373,0.9848363926576217,1234.0,9.0,10.0,0.0,ok,real_repeated_split,0
Abalone19,Borderline-SMOTE + RF,0.5,0.498793242156074,0.0,0.0,0.0,0.0,-0.004394101216724049,0.6205148833467418,0.014545452246762205,0.9896249002394254,1240.0,3.0,10.0,0.0,ok,real_repeated_split,0
Abalone19,ADASYN + RF,0.5,0.49678197908286403,0.0,0.0,0.0,0.0,-0.0071899315111282,0.7703942075623492,0.02084341170199666,0.985634477254589,1235.0,8.0,10.0,0.0,ok,real_repeated_split,0
Abalone19,SMOTE-Tomek + RF,0.5,0.49557522123893805,0.0,0.0,0.0,0.0,-0.008441118173769505,0.6929203539823009,0.01879354279105023,0.9832402234636871,1232.0,11.0,10.0,0.0,ok,real_repeated_split,0
Abalone19,SMOTE-ENN + RF,0.5,0.4895414320193081,0.0,0.0,0.0,0.0,-0.013056561787708467,0.7110217216411906,0.017506662589289568,0.9712689545091779,1217.0,26.0,10.0,0.0,ok,real_repeated_split,0
Abalone19,Balanced Bagging,0.5,0.7076025744167337,0.019390581717451522,0.7,0.03773584905660377,0.7075617317121009,0.08157597376190905,0.756074014481094,0.03007064359970461,0.7150837988826816,889.0,354.0,3.0,7.0,ok,real_repeated_split,0
Abalone19,Balanced Random Forest,0.5,0.6236926790024135,0.01567398119122257,0.5,0.030395136778115502,0.611304080636154,0.05052900846760883,0.6823008849557523,0.01707235593147971,0.7454110135674381,929.0,314.0,5.0,5.0,ok,real_repeated_split,0
Abalone19,EasyEnsemble,0.5,0.6435237329042638,0.015189873417721518,0.6,0.02962962962962963,0.6420502157036602,0.054972702741390676,0.6958567980691874,0.02679174287189029,0.6863527533918595,854.0,389.0,4.0,6.0,ok,real_repeated_split,0
Abalone19,RUSBoost,0.5,0.6012872083668543,0.012,0.6,0.023529411764705882,0.6012858305666493,0.03680761445183235,0.6012872083668545,0.010392338387869115,0.6025538707102953,749.0,494.0,4.0,6.0,ok,real_repeated_split,0
Abalone19,Baseline RF,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.7168141592920354,0.031073552345032437,0.9920191540303273,1243.0,0.0,10.0,0.0,ok,real_repeated_split,1
Abalone19,RF (balanced_subsample),0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.6705953338696701,0.022517634406784656,0.9920191540303273,1243.0,0.0,10.0,0.0,ok,real_repeated_split,1
Abalone19,Class weight LogisticRegression,0.5,0.7522526146419952,0.028,0.7,0.05384615384615385,0.7504356471402416,0.11232612206546089,0.8462590506838295,0.048743196210107795,0.8036711891460495,1000.0,243.0,3.0,7.0,ok,real_repeated_split,1
Abalone19,Custom weighted log-loss LR,0.5,0.498390989541432,0.0,0.0,0.0,0.0,-0.0050759018076018785,0.8206757843925985,0.05900285092593783,0.9888268156424581,1239.0,4.0,10.0,0.0,ok,real_repeated_split,1
Abalone19,Random Oversampling + RF,0.5,0.499597747385358,0.0,0.0,0.0,0.0,-0.002534908404121196,0.7156074014481095,0.06047047691600764,0.99122106943336,1242.0,1.0,10.0,0.0,ok,real_repeated_split,1
Abalone19,Random Undersampling + RF,0.5,0.6748994368463395,0.01892744479495268,0.6,0.03669724770642202,0.6707304407998845,0.07159561361956585,0.7526146419951731,0.02406696320082159,0.7486033519553073,932.0,311.0,4.0,6.0,ok,real_repeated_split,1
Abalone19,SMOTE + RF,0.5,0.49798873692679,0.0,0.0,0.0,0.0,-0.005677303939317556,0.7650442477876107,0.037990747693603805,0.9880287310454908,1238.0,5.0,10.0,0.0,ok,real_repeated_split,1
Abalone19,Borderline-SMOTE + RF,0.5,0.49718423169750603,0.0,0.0,0.0,0.0,-0.0067228656831356225,0.7664923572003217,0.03871267467995517,0.9864325618515563,1236.0,7.0,10.0,0.0,ok,real_repeated_split,1
Abalone19,ADASYN + RF,0.5,0.49718423169750603,0.0,0.0,0.0,0.0,-0.0067228656831356225,0.8088495575221238,0.06476734323897237,0.9864325618515563,1236.0,7.0,10.0,0.0,ok,real_repeated_split,1
Abalone19,SMOTE-Tomek + RF,0.5,0.497586484312148,0.0,0.0,0.0,0.0,-0.006221668021741933,0.7576427996781979,0.03145085408449107,0.9872306464485235,1237.0,6.0,10.0,0.0,ok,real_repeated_split,1
Abalone19,SMOTE-ENN + RF,0.5,0.5435639581657281,0.058823529411764705,0.1,0.07407407407407407,0.31418591889698944,0.06701302092638516,0.752855993563958,0.04270331893742828,0.9800478850758181,1227.0,16.0,9.0,1.0,ok,real_repeated_split,1
Abalone19,Balanced Bagging,0.5,0.7293242156074013,0.02280130293159609,0.7,0.04416403785488959,0.728734452218613,0.09488569014247149,0.7988736926790024,0.04102990169409331,0.7581803671189146,943.0,300.0,3.0,7.0,ok,real_repeated_split,1
Abalone19,Balanced Random Forest,0.5,0.7664521319388576,0.023529411764705882,0.8,0.045714285714285714,0.7657175792040902,0.1066374894916697,0.7974255832662911,0.037358454683955274,0.7334397446129289,911.0,332.0,2.0,8.0,ok,real_repeated_split,1
Abalone19,EasyEnsemble,0.5,0.7479485116653258,0.02072538860103627,0.8,0.04040404040404041,0.7461351209161255,0.09557050143502786,0.8123491552695093,0.04930704608896646,0.6967278531524341,865.0,378.0,2.0,8.0,ok,real_repeated_split,1
Abalone19,RUSBoost,0.5,,,,,,,,,,,,,,"error: ValueError: BaseClassifier in AdaBoostClassifier ensemble is worse than random, ensemble can not be fit.",real_repeated_split,1
Abalone19,Baseline RF,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.6282381335478682,0.0161706580552711,0.9920191540303273,1243.0,0.0,10.0,0.0,ok,real_repeated_split,2
Abalone19,RF (balanced_subsample),0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.6443282381335479,0.019062112793368308,0.9920191540303273,1243.0,0.0,10.0,0.0,ok,real_repeated_split,2
Abalone19,Class weight LogisticRegression,0.5,0.6998390989541432,0.023529411764705882,0.6,0.045283018867924525,0.6926809646186127,0.08833049454790101,0.8537409493161706,0.028799299832722444,0.7980845969672785,994.0,249.0,4.0,6.0,ok,real_repeated_split,2
Abalone19,Custom weighted log-loss LR,0.5,0.499597747385358,0.0,0.0,0.0,0.0,-0.002534908404121196,0.8225261464199518,0.026370300914101048,0.99122106943336,1242.0,1.0,10.0,0.0,ok,real_repeated_split,2
Abalone19,Random Oversampling + RF,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.5278358809332261,0.015221709383547596,0.9920191540303273,1243.0,0.0,10.0,0.0,ok,real_repeated_split,2
Abalone19,Random Undersampling + RF,0.5,0.5895012067578439,0.012376237623762377,0.5,0.024154589371980676,0.5826673208253951,0.03407610308050764,0.7243362831858408,0.0190089400019693,0.6775738228252195,844.0,399.0,5.0,5.0,ok,real_repeated_split,2
Abalone19,SMOTE + RF,0.5,0.49798873692679,0.0,0.0,0.0,0.0,-0.005677303939317556,0.8088093322606598,0.03398536505308303,0.9880287310454908,1238.0,5.0,10.0,0.0,ok,real_repeated_split,2
Abalone19,Borderline-SMOTE + RF,0.5,0.5487932421560741,0.25,0.1,0.14285714285714285,0.31584592514581344,0.15392672231552698,0.8361625100563153,0.05373173299517005,0.9904229848363927,1240.0,3.0,9.0,1.0,ok,real_repeated_split,2
Abalone19,ADASYN + RF,0.5,0.5451729686242961,0.07692307692307693,0.1,0.08695652173913043,0.31469762268701557,0.07933442404997029,0.7891391794046662,0.03748349191790196,0.9832402234636871,1231.0,12.0,9.0,1.0,ok,real_repeated_split,2
Abalone19,SMOTE-Tomek + RF,0.5,0.49718423169750603,0.0,0.0,0.0,0.0,-0.0067228656831356225,0.835478680611424,0.0346667818042969,0.9864325618515563,1236.0,7.0,10.0,0.0,ok,real_repeated_split,2
Abalone19,SMOTE-ENN + RF,0.5,0.5431617055510861,0.05555555555555555,0.1,0.07142857142857142,0.31405786267854724,0.06454972944496659,0.723572003218021,0.02128447579018946,0.9792498004788508,1226.0,17.0,9.0,1.0,ok,real_repeated_split,2
Abalone19,Balanced Bagging,0.5,0.5837489943684634,0.013651877133105802,0.4,0.026402640264026403,0.5540750810989163,0.03521078716349681,0.7983507642799678,0.02897056278391249,0.7645650438946529,954.0,289.0,6.0,4.0,ok,real_repeated_split,2
Abalone19,Balanced Random Forest,0.5,0.6817377312952534,0.02,0.6,0.03870967741935484,0.6768199742577815,0.07578854763336372,0.8015285599356397,0.025289215477100415,0.762170790103751,949.0,294.0,4.0,6.0,ok,real_repeated_split,2
Abalone19,EasyEnsemble,0.5,0.8117457763475462,0.02092050209205021,1.0,0.040983606557377046,0.7896148128645336,0.11420926552838571,0.8417538213998391,0.02959826549153676,0.6264964086193137,775.0,468.0,0.0,10.0,ok,real_repeated_split,2
Abalone19,RUSBoost,0.5,0.48966210780370073,0.006622516556291391,0.1,0.012422360248447204,0.2965340141716295,-0.005650908667656383,0.5754223652453742,0.009520519372164572,0.8731045490822027,1093.0,150.0,9.0,1.0,ok,real_repeated_split,2
Mammography,Baseline RF,0.5,0.7811358105834761,0.88,0.5641025641025641,0.6875,0.7503797202069497,0.6992958524280567,0.922697432767619,0.7015485404815792,0.9880774962742176,3271.0,6.0,34.0,44.0,ok,real_repeated_split,0
Mammography,RF (balanced_subsample),0.5,0.7684678763409309,0.8936170212765957,0.5384615384615384,0.672,0.7332393616706969,0.6884559627187746,0.8924849181944086,0.6970779258389344,0.987779433681073,3272.0,5.0,36.0,42.0,ok,real_repeated_split,0
Mammography,Class weight LogisticRegression,0.5,0.8405201755827328,0.17191977077363896,0.7692307692307693,0.2810304449648712,0.837491484197668,0.33616397059298736,0.9127974304202562,0.5232917764079223,0.90849478390462,2988.0,289.0,18.0,60.0,ok,real_repeated_split,0
Mammography,Custom weighted log-loss LR,0.5,0.789531544642927,0.5679012345679012,0.5897435897435898,0.5786163522012578,0.763835606045821,0.5684988074792802,0.9010097572044475,0.5601542726616693,0.9800298062593145,3242.0,35.0,32.0,46.0,ok,real_repeated_split,0
Mammography,Random Oversampling + RF,0.5,0.80006142265831,0.8545454545454545,0.6025641025641025,0.706766917293233,0.775301933817816,0.7121760540739768,0.9306080451945572,0.7008361025294059,0.9883755588673622,3269.0,8.0,31.0,47.0,ok,real_repeated_split,0
Mammography,Random Undersampling + RF,0.5,0.8916476921512014,0.2126984126984127,0.8589743589743589,0.34096692111959287,0.891048854001664,0.40468678308801403,0.9421492453228797,0.588504597520557,0.9228017883755588,3029.0,248.0,11.0,67.0,ok,real_repeated_split,0
Mammography,SMOTE + RF,0.5,0.8054036290227928,0.7619047619047619,0.6153846153846154,0.6808510638297872,0.7826670940438589,0.6780934089240077,0.9405921613733637,0.7163187836523679,0.9865871833084948,3262.0,15.0,30.0,48.0,ok,real_repeated_split,0
Mammography,Borderline-SMOTE + RF,0.5,0.7991459511905041,0.7704918032786885,0.6025641025641025,0.6762589928057554,0.774590103277083,0.6747951181718472,0.923601167421735,0.6947275851233649,0.9865871833084948,3263.0,14.0,31.0,47.0,ok,real_repeated_split,0
Mammography,ADASYN + RF,0.5,0.8054036290227928,0.7619047619047619,0.6153846153846154,0.6808510638297872,0.7826670940438589,0.6780934089240077,0.9165903773776829,0.6895128304901218,0.9865871833084948,3262.0,15.0,30.0,48.0,ok,real_repeated_split,0
Mammography,SMOTE-Tomek + RF,0.5,0.7989933726125364,0.7580645161290323,0.6025641025641025,0.6714285714285714,0.774471401245388,0.6690912794920051,0.9240843329186327,0.6963787735149507,0.9862891207153502,3262.0,15.0,31.0,47.0,ok,real_repeated_split,0
Mammography,SMOTE-ENN + RF,0.5,0.8099829424974374,0.6447368421052632,0.6282051282051282,0.6363636363636364,0.789321983329945,0.6278787857095985,0.9245244634320008,0.6737540812082349,0.9833084947839046,3250.0,27.0,29.0,49.0,ok,real_repeated_split,0
Mammography,Balanced Bagging,0.5,0.8850809448917474,0.2794759825327511,0.8205128205128205,0.4169381107491857,0.8827226270605371,0.4602092234420964,0.9391446210182859,0.5943962446782535,0.9466467958271237,3112.0,165.0,14.0,64.0,ok,real_repeated_split,0
Mammography,Balanced Random Forest,0.5,0.8892005664968741,0.31683168316831684,0.8205128205128205,0.45714285714285713,0.8865436486772617,0.49311851743787066,0.9507073386383731,0.7071698138356713,0.9546944858420269,3139.0,138.0,14.0,64.0,ok,real_repeated_split,0
Mammography,EasyEnsemble,0.5,0.8711982504323059,0.1790633608815427,0.8333333333333334,0.2947845804988662,0.8703749994165727,0.36015324419721567,0.9368931089254555,0.6116113261731037,0.9073025335320417,2979.0,298.0,13.0,65.0,ok,real_repeated_split,0
Mammography,RUSBoost,0.5,0.771071492844456,0.19183673469387755,0.6025641025641025,0.29102167182662536,0.752433722329271,0.3140046854828842,0.771071492844456,0.12483387026712553,0.9317436661698957,3079.0,198.0,31.0,47.0,ok,real_repeated_split,0
Mammography,Baseline RF,0.5,0.7748781327511873,0.8958333333333334,0.5512820512820513,0.6825396825396826,0.7419170526195056,0.6976185072438577,0.971127438323044,0.8148407761867439,0.9880774962742176,3272.0,5.0,35.0,43.0,ok,real_repeated_split,1
Mammography,RF (balanced_subsample),0.5,0.7553422063644828,0.851063829787234,0.5128205128205128,0.64,0.7153496186314281,0.6547966442069054,0.9594062737181444,0.7761757415260867,0.9865871833084948,3270.0,7.0,38.0,40.0,ok,real_repeated_split,1
Mammography,Class weight LogisticRegression,0.5,0.8884474542851106,0.16350710900473933,0.8846153846153846,0.276,0.8884391899661678,0.3530494508805437,0.9369811350281293,0.5842659821510943,0.8921013412816692,2924.0,353.0,9.0,69.0,ok,real_repeated_split,1
Mammography,Custom weighted log-loss LR,0.5,0.814562255972082,0.5617977528089888,0.6410256410256411,0.5988023952095808,0.7958622444413721,0.5899552021099813,0.9322120763988326,0.641194725214077,0.9800298062593145,3238.0,39.0,28.0,50.0,ok,real_repeated_split,1
Mammography,Random Oversampling + RF,0.5,0.7997562655023747,0.8245614035087719,0.6025641025641025,0.6962962962962963,0.7750647296103924,0.6990705932391152,0.9672562459410186,0.7998191092020317,0.987779433681073,3267.0,10.0,31.0,47.0,ok,real_repeated_split,1
Mammography,Random Undersampling + RF,0.5,0.921259673090616,0.19261213720316622,0.9358974358974359,0.31947483588621445,0.9211433770934034,0.40107845717255725,0.9595608084317271,0.640027087839413,0.9073025335320417,2971.0,306.0,5.0,73.0,ok,real_repeated_split,1
Mammography,SMOTE + RF,0.5,0.8307394975078832,0.7536231884057971,0.6666666666666666,0.7074829931972789,0.814375969009032,0.70233329150605,0.9768413104543712,0.8112217693455566,0.9871833084947839,3260.0,17.0,26.0,52.0,ok,real_repeated_split,1
Mammography,Borderline-SMOTE + RF,0.5,0.8113561496991464,0.7313432835820896,0.6282051282051282,0.6758620689655173,0.7904141351091346,0.6707638672368312,0.9691302238601598,0.7659441780255555,0.9859910581222057,3259.0,18.0,29.0,49.0,ok,real_repeated_split,1
Mammography,ADASYN + RF,0.5,0.8427971174385578,0.7105263157894737,0.6923076923076923,0.7012987012987013,0.8292526238044253,0.6943447794513777,0.9649323568304344,0.7757325945652834,0.9862891207153502,3255.0,22.0,24.0,54.0,ok,real_repeated_split,1
Mammography,SMOTE-Tomek + RF,0.5,0.8565331017268765,0.7777777777777778,0.717948717948718,0.7466666666666667,0.845247492114997,0.7415043199396857,0.9678059200488252,0.8049229054080074,0.9886736214605067,3261.0,16.0,22.0,56.0,ok,real_repeated_split,1
Mammography,SMOTE-ENN + RF,0.5,0.880495763010258,0.6896551724137931,0.7692307692307693,0.7272727272727273,0.87343739892351,0.7215471116218648,0.9640129730913984,0.767062016376954,0.9865871833084948,3250.0,27.0,18.0,60.0,ok,real_repeated_split,1
Mammography,Balanced Bagging,0.5,0.9302598530550926,0.259927797833935,0.9230769230769231,0.4056338028169014,0.9302321214207835,0.4711640540981721,0.9599129128424215,0.6524999716497875,0.9371087928464977,3072.0,205.0,6.0,72.0,ok,real_repeated_split,1
Mammography,Balanced Random Forest,0.5,0.9366681533297341,0.30638297872340425,0.9230769230769231,0.46006389776357826,0.9365695424912927,0.515650934416105,0.9655289781930002,0.7156987354747971,0.9496274217585693,3114.0,163.0,6.0,72.0,ok,real_repeated_split,1
Mammography,EasyEnsemble,0.5,0.8998947599039147,0.16397228637413394,0.9102564102564102,0.27788649706457924,0.8998351043966315,0.3594820230003273,0.954292935220613,0.7034246973547734,0.8900149031296573,2915.0,362.0,7.0,71.0,ok,real_repeated_split,1
Mammography,RUSBoost,0.5,0.7858774833141633,0.18050541516245489,0.6410256410256411,0.28169014084507044,0.7724126892832769,0.3130554548774892,0.8890773299531309,0.3589168449779119,0.9239940387481371,3050.0,227.0,28.0,50.0,ok,real_repeated_split,1
Mammography,Baseline RF,0.5,0.7745729755952521,0.86,0.5512820512820513,0.671875,0.7416902706937981,0.6829714884919579,0.9283760944578765,0.7670665727249614,0.9874813710879284,3270.0,7.0,35.0,43.0,ok,real_repeated_split,2
Mammography,RF (balanced_subsample),0.5,0.7556473635204182,0.8888888888888888,0.5128205128205128,0.6504065040650406,0.715568346543169,0.6697867966629386,0.9222944688309351,0.7443373172888776,0.9871833084947839,3272.0,5.0,38.0,40.0,ok,real_repeated_split,2
Mammography,Class weight LogisticRegression,0.5,0.8560890589422784,0.1675531914893617,0.8076923076923077,0.2775330396475771,0.8547199724524542,0.34020835384108555,0.9018059043997403,0.5287828209818556,0.9022354694485842,2964.0,313.0,15.0,63.0,ok,real_repeated_split,2
Mammography,Custom weighted log-loss LR,0.5,0.775948138932576,0.5238095238095238,0.5641025641025641,0.5432098765432098,0.7464696690006032,0.5323080966254522,0.8940674319069192,0.5621399824731828,0.9779433681073025,3237.0,40.0,34.0,44.0,ok,real_repeated_split,2
Mammography,Random Oversampling + RF,0.5,0.7928882733582154,0.7796610169491526,0.5897435897435898,0.6715328467153284,0.7664228934133464,0.6715802164886192,0.9269363786452587,0.766181930422323,0.9865871833084948,3264.0,13.0,32.0,46.0,ok,real_repeated_split,2
Mammography,Random Undersampling + RF,0.5,0.8942415279766516,0.22483221476510068,0.8589743589743589,0.35638297872340424,0.8935458226350679,0.41765918401739127,0.9395906199384991,0.5617599266631732,0.9278688524590164,3046.0,231.0,11.0,67.0,ok,real_repeated_split,2
Mammography,SMOTE + RF,0.5,0.843102274594493,0.7297297297297297,0.6923076923076923,0.7105263157894737,0.8295073473932327,0.7040769713968188,0.9396336549220283,0.7623643969392805,0.9868852459016394,3257.0,20.0,24.0,54.0,ok,real_repeated_split,2
Mammography,Borderline-SMOTE + RF,0.5,0.8173086703754998,0.704225352112676,0.6410256410256411,0.6711409395973155,0.798071272653141,0.6644567358081918,0.9383367370093034,0.727392934902422,0.9853949329359165,3256.0,21.0,28.0,50.0,ok,real_repeated_split,2
Mammography,ADASYN + RF,0.5,0.8362342824503337,0.6973684210526315,0.6794871794871795,0.6883116883116883,0.821412272161722,0.6810515807030219,0.9475912146037262,0.7446294120143777,0.9856929955290611,3254.0,23.0,25.0,53.0,ok,real_repeated_split,2
Mammography,SMOTE-Tomek + RF,0.5,0.8557702088370382,0.7272727272727273,0.717948717948718,0.7225806451612903,0.8445992463780136,0.7160366618280161,0.9391954805442753,0.7691252396658723,0.9871833084947839,3256.0,21.0,22.0,56.0,ok,real_repeated_split,2
Mammography,SMOTE-ENN + RF,0.5,0.8340981823587865,0.5888888888888889,0.6794871794871795,0.6309523809523809,0.8196433465875677,0.6231990506268346,0.9224431351376728,0.6715511433319308,0.9815201192250372,3240.0,37.0,25.0,53.0,ok,real_repeated_split,2
Mammography,Balanced Bagging,0.5,0.8960705147766485,0.2716049382716049,0.8461538461538461,0.411214953271028,0.8946791009326691,0.4605376065454754,0.9391270157977513,0.6233629089284636,0.9436661698956781,3100.0,177.0,12.0,66.0,ok,real_repeated_split,2
Mammography,Balanced Random Forest,0.5,0.8988169291800662,0.29333333333333333,0.8461538461538461,0.43564356435643564,0.8972727967941843,0.48053571903667486,0.9469359091727111,0.6369342862405122,0.9490312965722801,3118.0,159.0,12.0,66.0,ok,real_repeated_split,2
Mammography,EasyEnsemble,0.5,0.8571590651236669,0.1553398058252427,0.8205128205128205,0.2612244897959184,0.8563753357492265,0.3279694987945533,0.936085224916473,0.6267713211397405,0.8921013412816692,2929.0,348.0,14.0,64.0,ok,real_repeated_split,2
Mammography,RUSBoost,0.5,0.7858872639922381,0.11178861788617886,0.7051282051282052,0.19298245614035087,0.781726784827411,0.24356624495432164,0.856961495426555,0.23161436921853387,0.8628912071535022,2840.0,437.0,23.0,55.0,ok,real_repeated_split,2
